filename,class,split,width,height,base_intensity,texture_type,lighting_angle,noise_strength,defect_count,defect_coverage_pct,defect_positions,defect_sizes_px,generation_seed,generation_timestamp
normal_00015.png,normal,train,256,256,154,matte,167.3331805068487,0.028703893172083238,0,0.0,[],[],57,2026-02-20T12:58:25.890399
normal_00016.png,normal,train,256,256,117,matte,105.70197568742176,0.08670751990645964,0,0.0,[],[],58,2026-02-20T12:58:25.922480
normal_00017.png,normal,val,256,256,153,grain,341.88177797420923,0.11848286551222556,0,0.0,[],[],59,2026-02-20T12:58:25.962399
normal_00018.png,normal,train,256,256,176,brushed,348.36335752670993,0.04693042257871167,0,0.0,[],[],60,2026-02-20T12:58:25.981604
normal_00019.png,normal,val,256,256,170,grain,63.88169774665297,0.0604009739182219,0,0.0,[],[],61,2026-02-20T12:58:26.015824
normal_00020.png,normal,train,256,256,176,grain,69.16743820418323,0.07758382526174017,0,0.0,[],[],62,2026-02-20T12:58:26.048809
normal_00021.png,normal,train,256,256,132,brushed,77.28032868036225,0.1020621518537371,0,0.0,[],[],63,2026-02-20T12:58:26.073779
normal_00022.png,normal,val,256,256,127,brushed,261.0364348029553,0.07989170242697277,0,0.0,[],[],64,2026-02-20T12:58:26.105411
normal_00023.png,normal,train,256,256,126,matte,14.442992557402157,0.10792138483511529,0,0.0,[],[],65,2026-02-20T12:58:26.139205
normal_00024.png,normal,train,256,256,130,grain,323.8286906253588,0.0832859475094723,0,0.0,[],[],66,2026-02-20T12:58:26.154254
normal_00025.png,normal,train,256,256,182,matte,349.97868645790976,0.05439753235333049,0,0.0,[],[],67,2026-02-20T12:58:26.184796
normal_00026.png,normal,train,256,256,141,grain,300.4312007507789,0.09355645730820748,0,0.0,[],[],68,2026-02-20T12:58:26.218220
normal_00027.png,normal,train,256,256,179,grain,308.10160945568674,0.04771936224961066,0,0.0,[],[],69,2026-02-20T12:58:26.245757
normal_00028.png,normal,train,256,256,142,matte,294.8864280531311,0.08004237966752897,0,0.0,[],[],70,2026-02-20T12:58:26.279747
normal_00029.png,normal,val,256,256,159,matte,24.11492445409326,0.10340888528491118,0,0.0,[],[],71,2026-02-20T12:58:26.294294
normal_00030.png,normal,train,256,256,171,brushed,340.5486970034047,0.07055351031446877,0,0.0,[],[],72,2026-02-20T12:58:26.308077
normal_00031.png,normal,train,256,256,117,brushed,144.98820977201146,0.023522718588326358,0,0.0,[],[],73,2026-02-20T12:58:26.325228
normal_00032.png,normal,train,256,256,171,grain,345.176296763748,0.059417023390958654,0,0.0,[],[],74,2026-02-20T12:58:26.345073
normal_00033.png,normal,train,256,256,172,brushed,250.43292198200692,0.030792936217415814,0,0.0,[],[],75,2026-02-20T12:58:26.359781
normal_00034.png,normal,train,256,256,92,brushed,74.95333324471336,0.06362046009127607,0,0.0,[],[],76,2026-02-20T12:58:26.390968
normal_00035.png,normal,train,256,256,172,brushed,17.93602026368996,0.10776927927360473,0,0.0,[],[],77,2026-02-20T12:58:26.419708
normal_00036.png,normal,train,256,256,152,grain,306.0933832883723,0.07857861932325723,0,0.0,[],[],78,2026-02-20T12:58:26.457259
normal_00037.png,normal,train,256,256,120,matte,129.87079004212532,0.053527092513109165,0,0.0,[],[],79,2026-02-20T12:58:26.479460
normal_00038.png,normal,train,256,256,179,matte,163.71191690938565,0.08443818726027542,0,0.0,[],[],80,2026-02-20T12:58:26.505468
normal_00039.png,normal,val,256,256,123,matte,32.942072623110505,0.0745329625549407,0,0.0,[],[],81,2026-02-20T12:58:26.535574
normal_00040.png,normal,train,256,256,176,grain,331.76849586443393,0.06562639447850878,0,0.0,[],[],82,2026-02-20T12:58:26.547261
normal_00041.png,normal,train,256,256,128,grain,234.90528727435137,0.03765320666078702,0,0.0,[],[],83,2026-02-20T12:58:26.564417
normal_00042.png,normal,train,256,256,184,matte,23.635931937521715,0.04767289449425111,0,0.0,[],[],84,2026-02-20T12:58:26.577000
normal_00043.png,normal,train,256,256,188,brushed,68.95434239953126,0.061999047489753795,0,0.0,[],[],85,2026-02-20T12:58:26.589845
normal_00044.png,normal,train,256,256,146,matte,290.02274547893916,0.04083808999494773,0,0.0,[],[],86,2026-02-20T12:58:26.602224
normal_00045.png,normal,val,256,256,179,grain,139.75910846830058,0.07646971891282042,0,0.0,[],[],87,2026-02-20T12:58:26.634757
normal_00046.png,normal,train,256,256,93,brushed,313.73717159606457,0.06617291029554748,0,0.0,[],[],88,2026-02-20T12:58:26.671133
normal_00047.png,normal,train,256,256,140,brushed,184.2642184627895,0.06596668564338387,0,0.0,[],[],89,2026-02-20T12:58:26.683269
normal_00048.png,normal,train,256,256,184,matte,300.8745561664929,0.05406774548657094,0,0.0,[],[],90,2026-02-20T12:58:26.697552
normal_00049.png,normal,train,256,256,188,grain,49.43357654746795,0.11552380497163084,0,0.0,[],[],91,2026-02-20T12:58:26.722058
normal_00050.png,normal,train,256,256,173,matte,353.4304196672936,0.0383836478541567,0,0.0,[],[],92,2026-02-20T12:58:26.738312
normal_00051.png,normal,val,256,256,131,matte,158.97329710525395,0.10071681083649645,0,0.0,[],[],93,2026-02-20T12:58:26.760771
normal_00052.png,normal,val,256,256,147,matte,351.63692223481917,0.08001503001669005,0,0.0,[],[],94,2026-02-20T12:58:26.782014
normal_00053.png,normal,train,256,256,151,matte,139.8968186917031,0.07881476378431986,0,0.0,[],[],95,2026-02-20T12:58:26.820471
normal_00054.png,normal,train,256,256,96,matte,53.924647105094735,0.04334435626133804,0,0.0,[],[],96,2026-02-20T12:58:26.854609
normal_00055.png,normal,val,256,256,177,matte,213.73433438289038,0.05471602669346394,0,0.0,[],[],97,2026-02-20T12:58:26.866902
normal_00056.png,normal,train,256,256,116,brushed,347.89282244426704,0.09597912340542804,0,0.0,[],[],98,2026-02-20T12:58:26.879393
normal_00057.png,normal,train,256,256,121,matte,245.76891825117926,0.13475053607347337,0,0.0,[],[],99,2026-02-20T12:58:26.916919
normal_00058.png,normal,val,256,256,151,matte,283.4768985614775,0.06836160295523845,0,0.0,[],[],100,2026-02-20T12:58:26.945286
normal_00059.png,normal,train,256,256,107,brushed,288.41334951854856,0.051221097481122246,0,0.0,[],[],101,2026-02-20T12:58:26.977011
normal_00060.png,normal,train,256,256,186,grain,191.36473104930957,0.08475766826517876,0,0.0,[],[],102,2026-02-20T12:58:26.992030
normal_00061.png,normal,train,256,256,147,brushed,55.20720020685466,0.09069003194121841,0,0.0,[],[],103,2026-02-20T12:58:27.016742
normal_00062.png,normal,train,256,256,123,grain,212.2105041217745,0.03583049655774535,0,0.0,[],[],104,2026-02-20T12:58:27.038836
normal_00063.png,normal,train,256,256,184,grain,52.091931615614705,0.08875905767467361,0,0.0,[],[],105,2026-02-20T12:58:27.054143
normal_00064.png,normal,train,256,256,110,matte,114.9723193299477,0.09707275497759084,0,0.0,[],[],106,2026-02-20T12:58:27.068124
normal_00065.png,normal,train,256,256,150,brushed,279.99743004405445,0.08409129831942404,0,0.0,[],[],107,2026-02-20T12:58:27.083110
normal_00066.png,normal,val,256,256,184,brushed,38.745866448306174,0.05927531833522823,0,0.0,[],[],108,2026-02-20T12:58:27.115571
normal_00067.png,normal,train,256,256,169,grain,141.3039768554665,0.08916370675370448,0,0.0,[],[],109,2026-02-20T12:58:27.129063
normal_00068.png,normal,train,256,256,107,matte,218.49928688769802,0.049332446628146315,0,0.0,[],[],110,2026-02-20T12:58:27.162796
normal_00069.png,normal,train,256,256,144,brushed,82.4992118969807,0.046822696185945235,0,0.0,[],[],111,2026-02-20T12:58:27.192448
normal_00070.png,normal,train,256,256,171,matte,321.3206060653226,0.09784644955762709,0,0.0,[],[],112,2026-02-20T12:58:27.208129
normal_00071.png,normal,train,256,256,126,brushed,68.25120744806989,0.053226027489129496,0,0.0,[],[],113,2026-02-20T12:58:27.237696
normal_00072.png,normal,train,256,256,89,brushed,77.28450360601032,0.08838338386033238,0,0.0,[],[],114,2026-02-20T12:58:27.263909
normal_00073.png,normal,train,256,256,153,grain,181.19548670457232,0.03028053919397787,0,0.0,[],[],115,2026-02-20T12:58:27.296249
normal_00074.png,normal,val,256,256,142,matte,138.5651044190152,0.06913627483179663,0,0.0,[],[],116,2026-02-20T12:58:27.311791
normal_00075.png,normal,train,256,256,116,brushed,8.986408338245212,0.03159798445756672,0,0.0,[],[],117,2026-02-20T12:58:27.338376
normal_00076.png,normal,train,256,256,127,brushed,238.32900189419732,0.05815366063641211,0,0.0,[],[],118,2026-02-20T12:58:27.369933
normal_00077.png,normal,train,256,256,188,grain,289.26176202985823,0.10618263621070945,0,0.0,[],[],119,2026-02-20T12:58:27.392101
normal_00078.png,normal,train,256,256,158,brushed,79.15126105063997,0.12665823941997056,0,0.0,[],[],120,2026-02-20T12:58:27.419244
normal_00079.png,normal,train,256,256,186,matte,103.73876823827966,0.12966477969982682,0,0.0,[],[],121,2026-02-20T12:58:27.448973
normal_00080.png,normal,train,256,256,138,matte,234.58071616703194,0.09954714160962054,0,0.0,[],[],122,2026-02-20T12:58:27.465578
normal_00081.png,normal,train,256,256,138,matte,2.4766380892041484,0.06486098244178998,0,0.0,[],[],123,2026-02-20T12:58:27.498892
normal_00082.png,normal,train,256,256,104,matte,90.35888788982209,0.08171065017921172,0,0.0,[],[],124,2026-02-20T12:58:27.518741
normal_00083.png,normal,val,256,256,176,grain,326.15957113078895,0.06410809428235421,0,0.0,[],[],125,2026-02-20T12:58:27.547018
normal_00084.png,normal,train,256,256,144,grain,255.97994086880175,0.05819425798507391,0,0.0,[],[],126,2026-02-20T12:58:27.581566
normal_00085.png,normal,train,256,256,176,grain,127.32537621323017,0.04988895826413161,0,0.0,[],[],127,2026-02-20T12:58:27.614512
normal_00086.png,normal,train,256,256,184,matte,91.22880355723521,0.12263106605141072,0,0.0,[],[],128,2026-02-20T12:58:27.645257
normal_00087.png,normal,val,256,256,108,matte,242.8512008030405,0.05347033284810135,0,0.0,[],[],129,2026-02-20T12:58:27.679298
normal_00088.png,normal,train,256,256,138,matte,347.2349907653744,0.15401475465955308,0,0.0,[],[],130,2026-02-20T12:58:27.699620
normal_00089.png,normal,train,256,256,175,grain,89.87308731131462,0.07113536675042653,0,0.0,[],[],131,2026-02-20T12:58:27.725421
normal_00090.png,normal,train,256,256,113,grain,112.05647713033349,0.04850579432862154,0,0.0,[],[],132,2026-02-20T12:58:27.746168
normal_00091.png,normal,train,256,256,145,grain,73.20056577943132,0.10611994439869606,0,0.0,[],[],133,2026-02-20T12:58:27.778261
normal_00092.png,normal,train,256,256,175,matte,305.96202235495497,0.049621994746732505,0,0.0,[],[],134,2026-02-20T12:58:27.812425
normal_00093.png,normal,train,256,256,136,grain,329.1752254635316,0.055979695827442444,0,0.0,[],[],135,2026-02-20T12:58:27.844030
normal_00094.png,normal,val,256,256,172,grain,201.27754803801466,0.12023250274705768,0,0.0,[],[],136,2026-02-20T12:58:27.857528
normal_00095.png,normal,val,256,256,114,grain,267.100940394834,0.05974305865981981,0,0.0,[],[],137,2026-02-20T12:58:27.892581
normal_00096.png,normal,train,256,256,183,matte,66.85761530048458,0.08494058159789276,0,0.0,[],[],138,2026-02-20T12:58:27.920736
normal_00097.png,normal,val,256,256,132,matte,23.647415823993597,0.054706342292006854,0,0.0,[],[],139,2026-02-20T12:58:27.950519
normal_00098.png,normal,train,256,256,153,grain,242.76621215348817,0.06085621957706916,0,0.0,[],[],140,2026-02-20T12:58:27.973388
normal_00099.png,normal,train,256,256,185,brushed,154.18371786231089,0.061290793862288126,0,0.0,[],[],141,2026-02-20T12:58:27.983999
normal_00100.png,normal,train,256,256,159,brushed,27.81960195767702,0.09026258763096098,0,0.0,[],[],142,2026-02-20T12:58:28.026520
normal_00101.png,normal,val,256,256,168,matte,230.9018506169571,0.0709453988761386,0,0.0,[],[],143,2026-02-20T12:58:28.048367
normal_00102.png,normal,train,256,256,138,matte,41.80350241628098,0.08318295771850583,0,0.0,[],[],144,2026-02-20T12:58:28.078882
normal_00103.png,normal,train,256,256,184,grain,358.08894631566534,0.03663554994698867,0,0.0,[],[],145,2026-02-20T12:58:28.092436
normal_00104.png,normal,train,256,256,145,brushed,248.9709329672612,0.13593223342143418,0,0.0,[],[],146,2026-02-20T12:58:28.108940
normal_00105.png,normal,train,256,256,96,brushed,88.38367782699122,0.08238176197029616,0,0.0,[],[],147,2026-02-20T12:58:28.123791
normal_00106.png,normal,train,256,256,129,brushed,129.9851321426713,0.0687205858430389,0,0.0,[],[],148,2026-02-20T12:58:28.140925
normal_00107.png,normal,train,256,256,140,grain,132.95024338585404,0.03679121425864321,0,0.0,[],[],149,2026-02-20T12:58:28.156621
normal_00108.png,normal,train,256,256,138,grain,331.0295334778032,0.1113282802232795,0,0.0,[],[],150,2026-02-20T12:58:28.177383
normal_00109.png,normal,train,256,256,152,grain,288.35345951228845,0.05207397708784292,0,0.0,[],[],151,2026-02-20T12:58:28.198941
normal_00110.png,normal,train,256,256,101,matte,24.948785264501275,0.11373859893461222,0,0.0,[],[],152,2026-02-20T12:58:28.232850
normal_00111.png,normal,train,256,256,178,matte,73.32003903582897,0.07175472755038444,0,0.0,[],[],153,2026-02-20T12:58:28.260820
normal_00112.png,normal,val,256,256,185,matte,359.39582067726053,0.08750572728505183,0,0.0,[],[],154,2026-02-20T12:58:28.283257
normal_00113.png,normal,train,256,256,133,matte,160.3829255500358,0.05815800850137241,0,0.0,[],[],155,2026-02-20T12:58:28.325305
normal_00114.png,normal,train,256,256,125,matte,264.385464391231,0.08392269299922886,0,0.0,[],[],156,2026-02-20T12:58:28.366282
normal_00115.png,normal,train,256,256,157,brushed,237.92725200290747,0.08227272082301262,0,0.0,[],[],157,2026-02-20T12:58:28.379516
normal_00116.png,normal,train,256,256,182,brushed,10.167212443071394,0.07327691116530874,0,0.0,[],[],158,2026-02-20T12:58:28.401781
normal_00117.png,normal,train,256,256,169,grain,208.47735387295253,0.05469652306368325,0,0.0,[],[],159,2026-02-20T12:58:28.417602
normal_00118.png,normal,train,256,256,177,grain,248.31654230686118,0.06770382296138214,0,0.0,[],[],160,2026-02-20T12:58:28.453580
normal_00119.png,normal,train,256,256,152,brushed,247.86807580062694,0.05585397203650071,0,0.0,[],[],161,2026-02-20T12:58:28.476560
normal_00120.png,normal,train,256,256,126,brushed,28.630928358610497,0.09325368542638983,0,0.0,[],[],162,2026-02-20T12:58:28.494706
normal_00121.png,normal,train,256,256,130,matte,265.12001717939626,0.037727780445099175,0,0.0,[],[],163,2026-02-20T12:58:28.524707
normal_00122.png,normal,train,256,256,96,brushed,18.542529886398448,0.05742755264325436,0,0.0,[],[],164,2026-02-20T12:58:28.538150
normal_00123.png,normal,train,256,256,168,brushed,304.0999210665996,0.05593585365301011,0,0.0,[],[],165,2026-02-20T12:58:28.571091
normal_00124.png,normal,train,256,256,97,grain,78.17530891917303,0.051500851954218566,0,0.0,[],[],166,2026-02-20T12:58:28.586012
normal_00125.png,normal,val,256,256,113,grain,329.67638180707235,0.1281313009574243,0,0.0,[],[],167,2026-02-20T12:58:28.614868
normal_00126.png,normal,val,256,256,169,brushed,288.1259151380852,0.03686556272990992,0,0.0,[],[],168,2026-02-20T12:58:28.639464
normal_00127.png,normal,train,256,256,129,matte,108.6887728561534,0.11768714639583,0,0.0,[],[],169,2026-02-20T12:58:28.673505
normal_00128.png,normal,val,256,256,91,matte,101.00678670730638,0.07418649465022398,0,0.0,[],[],170,2026-02-20T12:58:28.691078
normal_00129.png,normal,train,256,256,175,grain,323.3229318768667,0.04196729444893352,0,0.0,[],[],171,2026-02-20T12:58:28.707064
normal_00130.png,normal,train,256,256,157,matte,131.75214846098584,0.08441688405662096,0,0.0,[],[],172,2026-02-20T12:58:28.742784
normal_00131.png,normal,train,256,256,125,brushed,273.9139700963352,0.05465453200706477,0,0.0,[],[],173,2026-02-20T12:58:28.760137
normal_00132.png,normal,train,256,256,175,brushed,265.5379787258164,0.029474727532757518,0,0.0,[],[],174,2026-02-20T12:58:28.792948
normal_00133.png,normal,val,256,256,94,matte,86.34856597435149,0.08463624800619707,0,0.0,[],[],175,2026-02-20T12:58:28.823120
normal_00134.png,normal,train,256,256,174,grain,64.81006598456374,0.06554728753471965,0,0.0,[],[],176,2026-02-20T12:58:28.848341
normal_00135.png,normal,train,256,256,150,matte,93.38546656708589,0.09530093504402935,0,0.0,[],[],177,2026-02-20T12:58:28.863548
normal_00136.png,normal,train,256,256,171,matte,319.3717552339346,0.03491282457372829,0,0.0,[],[],178,2026-02-20T12:58:28.880565
normal_00137.png,normal,train,256,256,124,grain,6.22019854506477,0.08997065654161855,0,0.0,[],[],179,2026-02-20T12:58:28.914812
normal_00138.png,normal,train,256,256,165,grain,329.539925310166,0.0664453096110033,0,0.0,[],[],180,2026-02-20T12:58:28.930463
normal_00139.png,normal,train,256,256,162,grain,126.0684400510291,0.07982695259775516,0,0.0,[],[],181,2026-02-20T12:58:28.952812
normal_00140.png,normal,train,256,256,173,brushed,282.0938577428128,0.08797344731101855,0,0.0,[],[],182,2026-02-20T12:58:28.990294
normal_00141.png,normal,val,256,256,143,brushed,177.22304980484435,0.132179882062405,0,0.0,[],[],183,2026-02-20T12:58:29.019076
normal_00142.png,normal,train,256,256,187,matte,293.6117366935317,0.03734132753275111,0,0.0,[],[],184,2026-02-20T12:58:29.046018
normal_00143.png,normal,train,256,256,154,grain,355.7146743516176,0.06180532503113559,0,0.0,[],[],185,2026-02-20T12:58:29.083245
normal_00144.png,normal,train,256,256,147,matte,151.09907096223003,0.0882304753877208,0,0.0,[],[],186,2026-02-20T12:58:29.105663
normal_00145.png,normal,train,256,256,149,brushed,235.3590406312178,0.045928306339421854,0,0.0,[],[],187,2026-02-20T12:58:29.130890
normal_00146.png,normal,train,256,256,93,brushed,15.573975468980334,0.09514146316092724,0,0.0,[],[],188,2026-02-20T12:58:29.166541
normal_00147.png,normal,train,256,256,175,matte,62.50186563958336,0.11592979672203309,0,0.0,[],[],189,2026-02-20T12:58:29.193227
normal_00148.png,normal,train,256,256,118,brushed,144.900696489281,0.04255006246787292,0,0.0,[],[],190,2026-02-20T12:58:29.227144
normal_00149.png,normal,train,256,256,145,grain,45.04054456110947,0.11459537000991517,0,0.0,[],[],191,2026-02-20T12:58:29.241863
normal_00150.png,normal,train,256,256,171,grain,223.36987261472436,0.0874241962960645,0,0.0,[],[],192,2026-02-20T12:58:29.255625
normal_00151.png,normal,train,256,256,101,grain,160.47413631427332,0.06398346957958877,0,0.0,[],[],193,2026-02-20T12:58:29.289573
normal_00152.png,normal,train,256,256,172,brushed,174.89202722852067,0.0478256672997574,0,0.0,[],[],194,2026-02-20T12:58:29.309058
normal_00153.png,normal,train,256,256,185,brushed,321.80599082143044,0.04511990178704668,0,0.0,[],[],195,2026-02-20T12:58:29.339494
normal_00154.png,normal,train,256,256,185,grain,122.52644020692145,0.08300762214694503,0,0.0,[],[],196,2026-02-20T12:58:29.354782
normal_00155.png,normal,train,256,256,130,matte,12.300230560378873,0.09466436301443391,0,0.0,[],[],197,2026-02-20T12:58:29.383380
normal_00156.png,normal,train,256,256,91,grain,125.18222966653099,0.07138454414577647,0,0.0,[],[],198,2026-02-20T12:58:29.417988
normal_00157.png,normal,train,256,256,148,grain,34.53704728982046,0.07790693328976155,0,0.0,[],[],199,2026-02-20T12:58:29.448952
normal_00158.png,normal,val,256,256,157,brushed,174.81132220005338,0.06285592028650673,0,0.0,[],[],200,2026-02-20T12:58:29.460320
normal_00159.png,normal,train,256,256,99,matte,256.39626423719216,0.08947324979147295,0,0.0,[],[],201,2026-02-20T12:58:29.501406
normal_00160.png,normal,train,256,256,150,matte,110.25639869718351,0.10452056959777825,0,0.0,[],[],202,2026-02-20T12:58:29.527389
normal_00161.png,normal,train,256,256,106,grain,38.87501981522286,0.0730446617637531,0,0.0,[],[],203,2026-02-20T12:58:29.559600
normal_00162.png,normal,train,256,256,136,grain,69.89364305792772,0.10346042582593588,0,0.0,[],[],204,2026-02-20T12:58:29.592228
normal_00163.png,normal,train,256,256,104,brushed,80.02694108319118,0.0878203947931547,0,0.0,[],[],205,2026-02-20T12:58:29.624488
normal_00164.png,normal,train,256,256,131,matte,357.2778224407634,0.10212122120045808,0,0.0,[],[],206,2026-02-20T12:58:29.654815
normal_00165.png,normal,val,256,256,110,brushed,211.82282655023553,0.03788614683404697,0,0.0,[],[],207,2026-02-20T12:58:29.685690
normal_00166.png,normal,val,256,256,171,brushed,227.84436818850122,0.08586657566426056,0,0.0,[],[],208,2026-02-20T12:58:29.700407
normal_00167.png,normal,train,256,256,133,brushed,340.62342022890755,0.08700181457015245,0,0.0,[],[],209,2026-02-20T12:58:29.713890
normal_00168.png,normal,train,256,256,92,matte,108.95433486427538,0.044447225386964925,0,0.0,[],[],210,2026-02-20T12:58:29.745953
normal_00169.png,normal,train,256,256,185,brushed,62.8951252682517,0.07824554691099048,0,0.0,[],[],211,2026-02-20T12:58:29.767076
normal_00170.png,normal,train,256,256,179,grain,277.73883121514206,0.08340286297245886,0,0.0,[],[],212,2026-02-20T12:58:29.787500
normal_00171.png,normal,train,256,256,142,brushed,79.09804858476664,0.04167301809946654,0,0.0,[],[],213,2026-02-20T12:58:29.820641
normal_00172.png,normal,train,256,256,142,matte,196.82574452759872,0.0518704776043353,0,0.0,[],[],214,2026-02-20T12:58:29.853039
normal_00173.png,normal,train,256,256,157,grain,165.39362858500937,0.09910289328366742,0,0.0,[],[],215,2026-02-20T12:58:29.886684
normal_00174.png,normal,train,256,256,152,grain,326.17431941195855,0.08528996390911353,0,0.0,[],[],216,2026-02-20T12:58:29.902203
normal_00175.png,normal,train,256,256,179,grain,168.10782049607766,0.04125431161288316,0,0.0,[],[],217,2026-02-20T12:58:29.930524
normal_00176.png,normal,train,256,256,100,grain,45.72064928042418,0.04094233096935215,0,0.0,[],[],218,2026-02-20T12:58:29.978121
normal_00177.png,normal,train,256,256,112,brushed,179.63076027367592,0.03440344153565169,0,0.0,[],[],219,2026-02-20T12:58:29.993096
normal_00178.png,normal,train,256,256,146,brushed,227.1321497767359,0.1337211693398932,0,0.0,[],[],220,2026-02-20T12:58:30.028805
normal_00179.png,normal,val,256,256,185,matte,135.04768909837526,0.02898719826012112,0,0.0,[],[],221,2026-02-20T12:58:30.050461
normal_00180.png,normal,val,256,256,148,grain,135.678403587332,0.03692152861613128,0,0.0,[],[],222,2026-02-20T12:58:30.090341
normal_00181.png,normal,train,256,256,119,matte,341.1550528290076,0.041311626727995404,0,0.0,[],[],223,2026-02-20T12:58:30.103884
normal_00182.png,normal,train,256,256,151,grain,45.849456541669035,0.14252025005242608,0,0.0,[],[],224,2026-02-20T12:58:30.131257
normal_00183.png,normal,train,256,256,162,grain,6.684464499424907,0.05396529685610828,0,0.0,[],[],225,2026-02-20T12:58:30.165520
normal_00184.png,normal,val,256,256,97,brushed,2.3974274595334455,0.09998666142002627,0,0.0,[],[],226,2026-02-20T12:58:30.180858
normal_00185.png,normal,train,256,256,152,matte,356.520648783496,0.12868576778620805,0,0.0,[],[],227,2026-02-20T12:58:30.211474
normal_00186.png,normal,train,256,256,167,matte,45.80769697285636,0.07146887837033664,0,0.0,[],[],228,2026-02-20T12:58:30.226301
normal_00187.png,normal,train,256,256,140,brushed,148.28500263738582,0.05576346819511151,0,0.0,[],[],229,2026-02-20T12:58:30.240497
normal_00188.png,normal,train,256,256,169,matte,112.49235216173533,0.08010747354715135,0,0.0,[],[],230,2026-02-20T12:58:30.261678
normal_00189.png,normal,train,256,256,110,matte,252.54222021235708,0.061000226981621025,0,0.0,[],[],231,2026-02-20T12:58:30.295928
normal_00190.png,normal,val,256,256,174,brushed,205.415884504728,0.027791059571755643,0,0.0,[],[],232,2026-02-20T12:58:30.325601
normal_00191.png,normal,train,256,256,173,matte,39.88049770225444,0.06902827856451678,0,0.0,[],[],233,2026-02-20T12:58:30.339068
normal_00192.png,normal,val,256,256,155,matte,28.445560664623986,0.08966476953934813,0,0.0,[],[],234,2026-02-20T12:58:30.359802
normal_00193.png,normal,train,256,256,146,grain,321.9095096398489,0.06666531940423688,0,0.0,[],[],235,2026-02-20T12:58:30.374800
normal_00194.png,normal,train,256,256,109,matte,127.29694437416263,0.06090862283757019,0,0.0,[],[],236,2026-02-20T12:58:30.403805
normal_00195.png,normal,val,256,256,177,grain,6.472487793955981,0.09046790205163044,0,0.0,[],[],237,2026-02-20T12:58:30.431425
normal_00196.png,normal,val,256,256,181,grain,203.35242599947392,0.05203953328720266,0,0.0,[],[],238,2026-02-20T12:58:30.444517
normal_00197.png,normal,train,256,256,183,matte,130.657316596048,0.08886894145641434,0,0.0,[],[],239,2026-02-20T12:58:30.477085
normal_00198.png,normal,val,256,256,101,grain,114.671539396587,0.13274914099133786,0,0.0,[],[],240,2026-02-20T12:58:30.498458
normal_00199.png,normal,train,256,256,133,brushed,128.30187172457468,0.08322818397944425,0,0.0,[],[],241,2026-02-20T12:58:30.533000
normal_00200.png,normal,train,256,256,111,grain,93.90333907676234,0.04805485002445149,0,0.0,[],[],242,2026-02-20T12:58:30.571917
normal_00201.png,normal,val,256,256,106,matte,49.14365743827494,0.05755081114273332,0,0.0,[],[],243,2026-02-20T12:58:30.596530
normal_00202.png,normal,train,256,256,136,matte,181.57395125184988,0.09997649289618832,0,0.0,[],[],244,2026-02-20T12:58:30.628193
normal_00203.png,normal,train,256,256,160,grain,326.6401955178255,0.1307359995905419,0,0.0,[],[],245,2026-02-20T12:58:30.663171
normal_00204.png,normal,train,256,256,187,brushed,287.2198013820212,0.06009702676007796,0,0.0,[],[],246,2026-02-20T12:58:30.689134
